OrderID,OrderDate,PropertyID,ProductID,Quantity,ProductName,ProductCategory,Price,PropertyCity,PropertyState,sales
1318,,17,64,3,Gaffer's Tape,Maintenance,,Las Vegas,Nevada,81
2182,,17,64,3,Gaffer's Tape,Maintenance,,Las Vegas,Nevada,81
1123,18-06-2015,17,10,3,Toilet Paper,Housekeeping,,Las Vegas,Nevada,57
1284,10-07-2015,17,10,2,Toilet Paper,Housekeeping,19,Las Vegas,Nevada,38
3892,12-07-2016,17,10,3,Toilet Paper,Housekeeping,19,Las Vegas,Nevada,57
3918,17-07-2016,17,10,1,Toilet Paper,Housekeeping,19,Las Vegas,Nevada,19
4139,18-08-2016,17,10,1,Toilet Paper,Housekeeping,19,Las Vegas,Nevada,19
431,05-03-2015,17,87,2,End Table,Public Areas,30,Las Vegas,Nevada,60
1152,21-06-2015,17,87,1,End Table,Public Areas,30,Las Vegas,Nevada,30
1485,10-08-2015,17,87,1,End Table,Public Areas,30,Las Vegas,Nevada,30
2811,14-02-2016,17,87,2,End Table,Public Areas,30,Las Vegas,Nevada,60
4334,15-09-2016,17,37,2,Bed (King),Furnishings,300,Las Vegas,Nevada,600
2767,07-02-2016,17,83,2,Bar Stool,Public Areas,60,Las Vegas,Nevada,120
3620,02-06-2016,17,83,1,Bar Stool,Public Areas,60,Las Vegas,Nevada,60
2099,04-11-2015,17,19,1,Light Bulb,Housekeeping,17,Las Vegas,Nevada,17
4316,12-09-2016,17,19,2,Light Bulb,Housekeeping,17,Las Vegas,Nevada,
4625,31-10-2016,17,19,3,Light Bulb,Housekeeping,17,Las Vegas,Nevada,
4989,30-12-2016,17,19,1,Light Bulb,Housekeeping,17,Las Vegas,Nevada,
1579,20-08-2015,17,27,2,Invisible Tape,Office Supplies,8,Las Vegas,Nevada,
2554,10-01-2016,17,27,2,Invisible Tape,Office Supplies,8,Las Vegas,Nevada,
2650,22-01-2016,17,27,1,Invisible Tape,Office Supplies,8,Las Vegas,Nevada,
4711,14-11-2016,17,27,3,Invisible Tape,Office Supplies,8,Las Vegas,Nevada,
1180,25-06-2015,17,28,1,Staples,Office Supplies,8,Las Vegas,Nevada,
1493,11-08-2015,17,28,3,Staples,Office Supplies,8,Las Vegas,Nevada,24
2872,25-02-2016,17,28,2,Staples,Office Supplies,8,Las Vegas,Nevada,16
2167,14-11-2015,17,47,3,Swivel Chair,Furnishings,75,Las Vegas,Nevada,225
2519,04-01-2016,17,47,2,Swivel Chair,Furnishings,75,Las Vegas,Nevada,150
4249,01-09-2016,17,58,3,Mirror,Furnishings,85,Las Vegas,Nevada,255
2117,08-11-2015,17,13,2,Bed Sheet (Double),Housekeeping,20,Las Vegas,Nevada,40
2372,13-12-2015,17,13,2,Bed Sheet (Double),Housekeeping,20,Las Vegas,Nevada,40
3928,18-07-2016,17,13,1,Bed Sheet (Double),Housekeeping,20,Las Vegas,Nevada,20
4627,31-10-2016,17,13,2,Bed Sheet (Double),Housekeeping,20,Las Vegas,Nevada,40
4958,23-12-2016,17,13,1,Bed Sheet (Double),Housekeeping,20,Las Vegas,Nevada,20
1278,10-07-2015,17,91,1,Small Sign,Public Areas,14,Las Vegas,Nevada,14
1442,03-08-2015,17,91,3,Small Sign,Public Areas,14,Las Vegas,Nevada,42
2047,28-10-2015,17,91,1,Small Sign,Public Areas,14,Las Vegas,Nevada,14
1040,04-06-2015,17,67,2,Adjustable Wrench,Maintenance,10,Las Vegas,Nevada,20
2934,03-03-2016,17,67,3,Adjustable Wrench,Maintenance,10,Las Vegas,Nevada,30
3193,07-04-2016,17,67,1,Adjustable Wrench,Maintenance,10,Las Vegas,Nevada,10
712,18-04-2015,17,25,1,Envelopes (Legal),Office Supplies,28,Las Vegas,Nevada,28
2865,24-02-2016,17,51,1,Painting,Furnishings,85,Las Vegas,Nevada,85
4828,02-12-2016,17,51,3,Painting,Furnishings,85,Las Vegas,Nevada,255
4511,14-10-2016,17,8,2,Bath Soap,Housekeeping,35,Las Vegas,Nevada,70
789,29-04-2015,17,42,2,Reading Chair,Furnishings,70,Las Vegas,Nevada,140
3417,08-05-2016,17,42,3,Reading Chair,Furnishings,70,Las Vegas,Nevada,210
3586,30-05-2016,17,42,3,Reading Chair,Furnishings,70,Las Vegas,Nevada,210
1570,19-08-2015,17,18,1,Coffee Cup,Housekeeping,24,Las Vegas,Nevada,24
3385,02-05-2016,17,18,3,Coffee Cup,Housekeeping,24,Las Vegas,Nevada,72
3852,06-07-2016,17,18,3,Coffee Cup,Housekeeping,24,Las Vegas,Nevada,72
4332,14-09-2016,17,18,3,Coffee Cup,Housekeeping,24,Las Vegas,Nevada,72
4550,21-10-2016,17,18,3,Coffee Cup,Housekeeping,24,Las Vegas,Nevada,72
3805,28-06-2016,17,59,2,Screws,Maintenance,14,Las Vegas,Nevada,28
302,17-02-2015,17,65,2,Ladder,Maintenance,89,Las Vegas,Nevada,178
1263,08-07-2015,17,65,3,Ladder,Maintenance,89,Las Vegas,Nevada,267
1580,20-08-2015,17,65,1,Ladder,Maintenance,89,Las Vegas,Nevada,89
1773,18-09-2015,17,65,1,Ladder,Maintenance,89,Las Vegas,Nevada,89
2156,13-11-2015,17,65,3,Ladder,Maintenance,89,Las Vegas,Nevada,267
2404,18-12-2015,17,65,2,Ladder,Maintenance,89,Las Vegas,Nevada,178
4248,01-09-2016,17,65,3,Ladder,Maintenance,89,Las Vegas,Nevada,267
340,21-02-2015,17,36,3,Armoire,Furnishings,115,Las Vegas,Nevada,345
4105,13-08-2016,17,36,3,Armoire,Furnishings,115,Las Vegas,Nevada,345
4556,22-10-2016,17,36,3,Armoire,Furnishings,115,Las Vegas,Nevada,345
74,12-01-2015,17,16,3,Mouthwash,Housekeeping,40,Las Vegas,Nevada,120
146,23-01-2015,17,16,1,Mouthwash,Housekeeping,40,Las Vegas,Nevada,40
616,03-04-2015,17,16,3,Mouthwash,Housekeeping,40,Las Vegas,Nevada,120
3044,17-03-2016,17,16,2,Mouthwash,Housekeeping,40,Las Vegas,Nevada,80
1309,13-07-2015,17,72,2,Nails,Maintenance,12,Las Vegas,Nevada,24
1712,07-09-2015,17,72,3,Nails,Maintenance,12,Las Vegas,Nevada,36
2504,02-01-2016,17,72,2,Nails,Maintenance,12,Las Vegas,Nevada,24
3581,29-05-2016,17,72,1,Nails,Maintenance,12,Las Vegas,Nevada,12
4171,21-08-2016,17,72,2,Nails,Maintenance,12,Las Vegas,Nevada,24
3337,26-04-2016,17,39,1,Alarm Clock,Furnishings,45,Las Vegas,Nevada,45
1582,20-08-2015,17,85,2,Low Chair,Public Areas,80,Las Vegas,Nevada,160
4408,26-09-2016,17,85,2,Low Chair,Public Areas,80,Las Vegas,Nevada,160
4907,15-12-2016,17,85,2,Low Chair,Public Areas,80,Las Vegas,Nevada,160
211,02-02-2015,17,75,3,Small Plant,Public Areas,25,Las Vegas,Nevada,75
2706,29-01-2016,17,75,2,Small Plant,Public Areas,25,Las Vegas,Nevada,50
2485,30-12-2015,17,60,3,Portable Drill,Maintenance,195,Las Vegas,Nevada,585
4982,29-12-2016,17,60,1,Portable Drill,Maintenance,195,Las Vegas,Nevada,195
173,27-01-2015,17,92,2,Large Sign,Public Areas,20,Las Vegas,Nevada,40
3543,24-05-2016,17,92,2,Large Sign,Public Areas,20,Las Vegas,Nevada,40
4722,15-11-2016,17,92,2,Large Sign,Public Areas,20,Las Vegas,Nevada,40
239,09-02-2015,17,34,3,Shower Curtain,Furnishings,5,Las Vegas,Nevada,15
1614,24-08-2015,17,34,1,Shower Curtain,Furnishings,5,Las Vegas,Nevada,5
2781,10-02-2016,17,34,3,Shower Curtain,Furnishings,5,Las Vegas,Nevada,15
605,02-04-2015,17,31,2,Sticky Notes,Office Supplies,20,Las Vegas,Nevada,40
853,09-05-2015,17,31,2,Sticky Notes,Office Supplies,20,Las Vegas,Nevada,40
2540,07-01-2016,17,31,1,Sticky Notes,Office Supplies,20,Las Vegas,Nevada,20
2858,23-02-2016,17,31,3,Sticky Notes,Office Supplies,20,Las Vegas,Nevada,60
140,23-01-2015,17,78,1,Small Area Rug,Public Areas,20,Las Vegas,Nevada,20
1510,12-08-2015,17,78,1,Small Area Rug,Public Areas,20,Las Vegas,Nevada,20
1817,25-09-2015,17,78,2,Small Area Rug,Public Areas,20,Las Vegas,Nevada,40
3811,29-06-2016,17,78,3,Small Area Rug,Public Areas,20,Las Vegas,Nevada,60
3847,05-07-2016,17,78,2,Small Area Rug,Public Areas,20,Las Vegas,Nevada,40
153,24-01-2015,17,50,3,Small Vase,Furnishings,33,Las Vegas,Nevada,99
790,29-04-2015,17,50,3,Small Vase,Furnishings,33,Las Vegas,Nevada,99
4763,22-11-2016,17,50,3,Small Vase,Furnishings,33,Las Vegas,Nevada,99
2094,04-11-2015,17,56,2,Telephone,Furnishings,38,Las Vegas,Nevada,76
2684,26-01-2016,17,56,1,Telephone,Furnishings,38,Las Vegas,Nevada,38
3570,28-05-2016,17,56,2,Telephone,Furnishings,38,Las Vegas,Nevada,76
4994,30-12-2016,17,56,1,Telephone,Furnishings,38,Las Vegas,Nevada,38
2692,28-01-2016,17,90,1,Luggage Cart,Public Areas,138,Las Vegas,Nevada,138
2941,04-03-2016,17,90,2,Luggage Cart,Public Areas,138,Las Vegas,Nevada,276
677,13-04-2015,17,15,1,Drinking Glass,Housekeeping,24,Las Vegas,Nevada,24
311,18-02-2015,17,4,3,Shampoo,Housekeeping,40,Las Vegas,Nevada,120
984,28-05-2015,17,4,1,Shampoo,Housekeeping,40,Las Vegas,Nevada,40
3011,13-03-2016,17,4,3,Shampoo,Housekeeping,40,Las Vegas,Nevada,120
3424,08-05-2016,17,4,2,Shampoo,Housekeeping,40,Las Vegas,Nevada,80
2935,03-03-2016,17,7,2,Hand Soap,Housekeeping,35,Las Vegas,Nevada,70
4523,17-10-2016,17,7,3,Hand Soap,Housekeeping,35,Las Vegas,Nevada,105
1650,30-08-2015,17,2,1,Hand Towel,Housekeeping,5,Las Vegas,Nevada,5
1749,14-09-2015,17,2,2,Hand Towel,Housekeeping,5,Las Vegas,Nevada,10
412,03-03-2015,17,29,1,Erasable Markers,Office Supplies,6,Las Vegas,Nevada,6
865,10-05-2015,17,29,2,Erasable Markers,Office Supplies,6,Las Vegas,Nevada,12
4695,11-11-2016,17,29,1,Erasable Markers,Office Supplies,6,Las Vegas,Nevada,6
261,11-02-2015,17,38,2,Bed (Double),Furnishings,250,Las Vegas,Nevada,500
2320,04-12-2015,17,38,3,Bed (Double),Furnishings,250,Las Vegas,Nevada,750
2576,13-01-2016,17,38,1,Bed (Double),Furnishings,250,Las Vegas,Nevada,250
1970,15-10-2015,17,66,1,Wood Glue,Maintenance,21,Las Vegas,Nevada,21
2450,24-12-2015,17,66,1,Wood Glue,Maintenance,21,Las Vegas,Nevada,21
2556,11-01-2016,17,14,2,Pillowcase,Housekeeping,15,Las Vegas,Nevada,30
142,23-01-2015,17,88,1,Serving Tray,Public Areas,6,Las Vegas,Nevada,6
1063,07-06-2015,17,88,1,Serving Tray,Public Areas,6,Las Vegas,Nevada,6
1469,07-08-2015,17,49,3,Large Vase,Furnishings,27,Las Vegas,Nevada,81
2444,23-12-2015,17,49,3,Large Vase,Furnishings,27,Las Vegas,Nevada,81
3460,13-05-2016,17,49,1,Large Vase,Furnishings,27,Las Vegas,Nevada,27
510,19-03-2015,17,68,1,Window Screen,Maintenance,30,Las Vegas,Nevada,30
1295,11-07-2015,17,68,3,Window Screen,Maintenance,30,Las Vegas,Nevada,90
3361,29-04-2016,17,68,2,Window Screen,Maintenance,30,Las Vegas,Nevada,60
3422,08-05-2016,17,68,3,Window Screen,Maintenance,30,Las Vegas,Nevada,90
1506,12-08-2015,17,77,1,Large Area Rug,Public Areas,40,Las Vegas,Nevada,40
1780,19-09-2015,17,77,1,Large Area Rug,Public Areas,40,Las Vegas,Nevada,40
1917,09-10-2015,17,77,3,Large Area Rug,Public Areas,40,Las Vegas,Nevada,120
2340,07-12-2015,17,77,3,Large Area Rug,Public Areas,40,Las Vegas,Nevada,120
1096,13-06-2015,17,82,1,Business Cards,Public Areas,60,Las Vegas,Nevada,60
1719,09-09-2015,17,82,3,Business Cards,Public Areas,60,Las Vegas,Nevada,180
2507,02-01-2016,17,82,3,Business Cards,Public Areas,60,Las Vegas,Nevada,180
2013,22-10-2015,17,9,2,Tissues,Housekeeping,14,Las Vegas,Nevada,28
4685,10-11-2016,17,9,1,Tissues,Housekeeping,14,Las Vegas,Nevada,14
2468,27-12-2015,17,1,2,Large Towel,Housekeeping,9,Las Vegas,Nevada,18
2728,02-02-2016,17,1,3,Large Towel,Housekeeping,9,Las Vegas,Nevada,27
4031,30-07-2016,17,1,2,Large Towel,Housekeeping,9,Las Vegas,Nevada,18
1068,09-06-2015,17,81,1,Flyer Holder,Public Areas,3,Las Vegas,Nevada,3
2420,20-12-2015,17,81,1,Flyer Holder,Public Areas,3,Las Vegas,Nevada,3
4269,05-09-2016,17,81,1,Flyer Holder,Public Areas,3,Las Vegas,Nevada,3
1863,01-10-2015,17,11,2,Shower Cap,Housekeeping,10,Las Vegas,Nevada,20
3194,08-04-2016,17,11,1,Shower Cap,Housekeeping,10,Las Vegas,Nevada,10
4095,12-08-2016,17,11,2,Shower Cap,Housekeeping,10,Las Vegas,Nevada,20
4713,14-11-2016,17,11,3,Shower Cap,Housekeeping,10,Las Vegas,Nevada,30
194,30-01-2015,17,62,1,Leaf Blower,Maintenance,202,Las Vegas,Nevada,202
981,28-05-2015,17,62,3,Leaf Blower,Maintenance,202,Las Vegas,Nevada,606
3272,18-04-2016,17,62,2,Leaf Blower,Maintenance,202,Las Vegas,Nevada,404
3499,18-05-2016,17,63,3,Duct Tape,Maintenance,27,Las Vegas,Nevada,81
4697,11-11-2016,17,63,2,Duct Tape,Maintenance,27,Las Vegas,Nevada,54
459,11-03-2015,17,80,2,Poster Stand,Public Areas,27,Las Vegas,Nevada,54
746,22-04-2015,17,80,1,Poster Stand,Public Areas,27,Las Vegas,Nevada,27
1031,03-06-2015,17,80,3,Poster Stand,Public Areas,27,Las Vegas,Nevada,81
4131,17-08-2016,17,80,1,Poster Stand,Public Areas,27,Las Vegas,Nevada,27
1166,23-06-2015,17,46,1,Safe,Furnishings,115,Las Vegas,Nevada,115
1289,11-07-2015,17,46,3,Safe,Furnishings,115,Las Vegas,Nevada,345
2090,03-11-2015,17,46,3,Safe,Furnishings,115,Las Vegas,Nevada,345
4307,11-09-2016,17,46,1,Safe,Furnishings,115,Las Vegas,Nevada,115
4350,17-09-2016,17,46,1,Safe,Furnishings,115,Las Vegas,Nevada,115
2799,13-02-2016,17,12,2,Bed Sheet (King),Housekeeping,29,Las Vegas,Nevada,58
4542,20-10-2016,17,12,3,Bed Sheet (King),Housekeeping,29,Las Vegas,Nevada,87
4905,14-12-2016,17,12,2,Bed Sheet (King),Housekeeping,29,Las Vegas,Nevada,58
3275,18-04-2016,17,55,3,Television,Furnishings,200,Las Vegas,Nevada,600
3612,01-06-2016,17,55,1,Television,Furnishings,200,Las Vegas,Nevada,200
1913,08-10-2015,17,86,2,Sofa,Public Areas,215,Las Vegas,Nevada,430
1625,25-08-2015,17,17,2,Clothes Hanger,Housekeeping,18,Las Vegas,Nevada,36
2122,08-11-2015,17,17,2,Clothes Hanger,Housekeeping,18,Las Vegas,Nevada,36
3102,26-03-2016,17,17,3,Clothes Hanger,Housekeeping,18,Las Vegas,Nevada,54
1262,08-07-2015,17,43,2,Table Lamp,Furnishings,38,Las Vegas,Nevada,76
3138,01-04-2016,17,43,2,Table Lamp,Furnishings,38,Las Vegas,Nevada,76
3270,17-04-2016,17,43,3,Table Lamp,Furnishings,38,Las Vegas,Nevada,114
935,21-05-2015,17,76,2,Ficus,Public Areas,80,Las Vegas,Nevada,160
2088,03-11-2015,17,76,1,Ficus,Public Areas,80,Las Vegas,Nevada,80
2228,21-11-2015,17,76,1,Ficus,Public Areas,80,Las Vegas,Nevada,80
2795,13-02-2016,17,26,2,Envelopes (Catalog),Office Supplies,13,Las Vegas,Nevada,26
3718,17-06-2016,17,26,3,Envelopes (Catalog),Office Supplies,13,Las Vegas,Nevada,39
3935,18-07-2016,17,26,2,Envelopes (Catalog),Office Supplies,13,Las Vegas,Nevada,26
3946,20-07-2016,17,26,1,Envelopes (Catalog),Office Supplies,13,Las Vegas,Nevada,13
4130,17-08-2016,17,32,3,Note Pads,Office Supplies,14,Las Vegas,Nevada,42
57,10-01-2015,19,41,2,Office Chair,Furnishings,85,Los Angeles,California,170
4593,27-10-2016,19,41,3,Office Chair,Furnishings,85,Los Angeles,California,255
867,11-05-2015,19,54,3,Chest of Drawers,Furnishings,150,Los Angeles,California,450
1069,09-06-2015,19,54,1,Chest of Drawers,Furnishings,150,Los Angeles,California,150
1836,28-09-2015,19,54,1,Chest of Drawers,Furnishings,150,Los Angeles,California,150
3328,25-04-2016,19,54,3,Chest of Drawers,Furnishings,150,Los Angeles,California,450
4147,19-08-2016,19,54,1,Chest of Drawers,Furnishings,150,Los Angeles,California,150
4273,06-09-2016,19,54,2,Chest of Drawers,Furnishings,150,Los Angeles,California,300
2368,11-12-2015,19,71,3,Hammer,Maintenance,17,Los Angeles,California,51
2681,25-01-2016,19,71,2,Hammer,Maintenance,17,Los Angeles,California,34
2705,29-01-2016,19,71,1,Hammer,Maintenance,17,Los Angeles,California,17
4,01-01-2015,19,3,2,Washcloth,Housekeeping,3,Los Angeles,California,6
1128,18-06-2015,19,3,1,Washcloth,Housekeeping,3,Los Angeles,California,3
2105,06-11-2015,19,3,1,Washcloth,Housekeeping,3,Los Angeles,California,3
3868,08-07-2016,19,45,3,Computer Desk,Furnishings,102,Los Angeles,California,306
493,16-03-2015,19,94,1,Monitor,Public Areas,70,Los Angeles,California,70
548,25-03-2015,19,94,2,Monitor,Public Areas,70,Los Angeles,California,140
2073,31-10-2015,19,94,3,Monitor,Public Areas,70,Los Angeles,California,210
2223,21-11-2015,19,94,3,Monitor,Public Areas,70,Los Angeles,California,210
4528,17-10-2016,19,94,2,Monitor,Public Areas,70,Los Angeles,California,140
4699,11-11-2016,19,35,2,Tissue Box,Furnishings,25,Los Angeles,California,50
420,03-03-2015,19,93,2,Terminal,Public Areas,85,Los Angeles,California,170
4099,12-08-2016,19,93,1,Terminal,Public Areas,85,Los Angeles,California,85
4716,14-11-2016,19,93,2,Terminal,Public Areas,85,Los Angeles,California,170
1182,25-06-2015,19,61,3,Tape Measure,Maintenance,8,Los Angeles,California,24
2735,03-02-2016,19,61,2,Tape Measure,Maintenance,8,Los Angeles,California,16
3885,11-07-2016,19,61,3,Tape Measure,Maintenance,8,Los Angeles,California,24
2001,19-10-2015,19,24,1,Envelopes (Letter),Office Supplies,24,Los Angeles,California,24
2512,03-01-2016,19,23,1,Printer Toner,Office Supplies,85,Los Angeles,California,85
2881,26-02-2016,19,23,2,Printer Toner,Office Supplies,85,Los Angeles,California,170
4409,26-09-2016,19,23,3,Printer Toner,Office Supplies,85,Los Angeles,California,255
17,03-01-2015,19,84,1,Tall Chair,Public Areas,75,Los Angeles,California,75
1254,07-07-2015,19,84,1,Tall Chair,Public Areas,75,Los Angeles,California,75
2196,17-11-2015,19,84,2,Tall Chair,Public Areas,75,Los Angeles,California,150
2916,01-03-2016,19,84,3,Tall Chair,Public Areas,75,Los Angeles,California,225
2651,22-01-2016,19,89,3,Photograph,Public Areas,45,Los Angeles,California,135
4821,02-12-2016,19,89,2,Photograph,Public Areas,45,Los Angeles,California,90
156,24-01-2015,19,6,3,Conditioner,Housekeeping,40,Los Angeles,California,120
1188,26-06-2015,19,6,3,Conditioner,Housekeeping,40,Los Angeles,California,120
1606,23-08-2015,19,6,2,Conditioner,Housekeeping,40,Los Angeles,California,80
3872,09-07-2016,19,6,1,Conditioner,Housekeeping,40,Los Angeles,California,40
4122,16-08-2016,19,6,2,Conditioner,Housekeeping,40,Los Angeles,California,80
983,28-05-2015,19,70,3,Door Lock,Maintenance,117,Los Angeles,California,351
1293,11-07-2015,19,70,2,Door Lock,Maintenance,117,Los Angeles,California,234
1405,27-07-2015,19,70,2,Door Lock,Maintenance,117,Los Angeles,California,234
2473,28-12-2015,19,70,3,Door Lock,Maintenance,117,Los Angeles,California,351
3437,10-05-2016,19,70,2,Door Lock,Maintenance,117,Los Angeles,California,234
4145,19-08-2016,19,70,2,Door Lock,Maintenance,117,Los Angeles,California,234
1530,15-08-2015,19,52,2,Ironing Board,Furnishings,18,Los Angeles,California,36
3304,21-04-2016,19,52,3,Ironing Board,Furnishings,18,Los Angeles,California,54
3512,19-05-2016,19,52,2,Ironing Board,Furnishings,18,Los Angeles,California,36
3845,04-07-2016,19,52,1,Ironing Board,Furnishings,18,Los Angeles,California,18
3473,15-05-2016,19,74,1,Large Plant,Public Areas,35,Los Angeles,California,35
4480,08-10-2016,19,73,2,Mop,Maintenance,15,Los Angeles,California,30
4961,24-12-2016,19,73,1,Mop,Maintenance,15,Los Angeles,California,15
